assembly_accession_version	binding_status	annotation_object_id	annotation_path	annotation_view_paths	annotation_accession_version	annotation_provider	annotation_format	annotation_feature_rows	assembly_bgzf_path	assembly_fai_path	accepted_candidate_count	reason
GCA_045781085.1	EXACT_DICTIONARY	6a9b57ddafc533d1bf1df530a21ba9bc04fb890879fb5e5e017081f62519deaa	/moosefs/erikg/vgp/objects/sha256/6a/9b/6a9b57ddafc533d1bf1df530a21ba9bc04fb890879fb5e5e017081f62519deaa	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_045781085.1/GCA_045781085.1-GB_2025_12_04/GCA_045781085.1_rPanTec1.hap2_genomic.gff.gz""]"	GCA_045781085.1-GB_2025_12_04	Vertebrate Genome Laboratory	GFF3	983414	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/045/781/085/GCA_045781085.1/GCA_045781085.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/045/781/085/GCA_045781085.1/GCA_045781085.1.fa.gz.fai	3	all 449 annotation sequence names and lengths match the target FAI
GCA_045843805.1	EXACT_DICTIONARY	333c94b245a23e7e758d73e563caaf0653dfdc8108fbd84908c12b576508ba80	/moosefs/erikg/vgp/objects/sha256/33/3c/333c94b245a23e7e758d73e563caaf0653dfdc8108fbd84908c12b576508ba80	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_045843805.1/GCA_045843805.1-GB_2025_08_01/GCA_045843805.1_mUroPar1.hap1_genomic.gff.gz""]"	GCA_045843805.1-GB_2025_08_01	Vertebrate Genome Laboratory	GFF3	1050408	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/045/843/805/GCA_045843805.1/GCA_045843805.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/045/843/805/GCA_045843805.1/GCA_045843805.1.fa.gz.fai	3	all 2530 annotation sequence names and lengths match the target FAI
GCA_046126795.1	EXACT_DICTIONARY	bc9191084f550a1643eb55a8a76f921b6713eb9208ecd2c2b1b804125c675967	/moosefs/erikg/vgp/objects/sha256/bc/91/bc9191084f550a1643eb55a8a76f921b6713eb9208ecd2c2b1b804125c675967	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_046126795.1/GCA_046126795.1-GB_2026_01_24/GCA_046126795.1_rDibSmi1.hap1_genomic.gff.gz""]"	GCA_046126795.1-GB_2026_01_24	Vertebrate Genome Laboratory	GFF3	576566	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/046/126/795/GCA_046126795.1/GCA_046126795.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/046/126/795/GCA_046126795.1/GCA_046126795.1.fa.gz.fai	3	all 327 annotation sequence names and lengths match the target FAI
GCA_046129655.1	EXACT_DICTIONARY	1dfd6f845307048615d39f8d9a01993f2697c306460d340937e3f58e34343f5b	/moosefs/erikg/vgp/objects/sha256/1d/fd/1dfd6f845307048615d39f8d9a01993f2697c306460d340937e3f58e34343f5b	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_046129655.1/GCA_046129655.1-GB_2025_09_01/GCA_046129655.1_bCyaCrs1.hap1_genomic.gff.gz""]"	GCA_046129655.1-GB_2025_09_01	Vertebrate Genome Laboratory	GFF3	1251742	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/046/129/655/GCA_046129655.1/GCA_046129655.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/046/129/655/GCA_046129655.1/GCA_046129655.1.fa.gz.fai	3	all 316 annotation sequence names and lengths match the target FAI
GCA_046129695.1	EXACT_DICTIONARY	40223455256b3f9c34edfbe1b343e08886120cf0a3da37fce7fccd0b08d43848	/moosefs/erikg/vgp/freeze1/objects/GCA/046/129/695/GCA_046129695.1/genes/GCA_046129695.1_bLonStr1.mat.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	329430	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/046/129/695/GCA_046129695.1/GCA_046129695.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/046/129/695/GCA_046129695.1/GCA_046129695.1.fa.gz.fai	2	all 123 annotation sequence names and lengths match the target FAI
GCA_046255685.1	EXACT_DICTIONARY	78835ccfe19b7e63614865f3a311449c9c00e07626d5007a8b3bae350325d1fe	/moosefs/erikg/vgp/objects/sha256/78/83/78835ccfe19b7e63614865f3a311449c9c00e07626d5007a8b3bae350325d1fe	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_046255685.1/GCA_046255685.1-GB_2026_01_31/GCA_046255685.1_fAmbSpe1.hap1_genomic.gff.gz""]"	GCA_046255685.1-GB_2026_01_31	Vertebrate Genome Laboratory	GFF3	672283	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/046/255/685/GCA_046255685.1/GCA_046255685.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/046/255/685/GCA_046255685.1/GCA_046255685.1.fa.gz.fai	3	all 892 annotation sequence names and lengths match the target FAI
GCA_046562885.1	EXACT_DICTIONARY	0aab8d248cebbfd7941e5944b48a9de107f638cf117763b0de15a63f1cf545a0	/moosefs/erikg/vgp/freeze1/objects/GCA/046/562/885/GCA_046562885.1/genes/GCA_046562885.1_mPanOnc1_haplotype_1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	562314	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/046/562/885/GCA_046562885.1/GCA_046562885.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/046/562/885/GCA_046562885.1/GCA_046562885.1.fa.gz.fai	2	all 60 annotation sequence names and lengths match the target FAI
GCA_046562895.1	EXACT_DICTIONARY	8c09278b71f815e858c1f30692e489c776349f3ec9e1d3c4beba990bbe142b36	/moosefs/erikg/vgp/objects/sha256/8c/09/8c09278b71f815e858c1f30692e489c776349f3ec9e1d3c4beba990bbe142b36	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_046562895.1/GCA_046562895.1-GB_2025_09_06/GCA_046562895.1_mTriInu1_haplotype_2_genomic.gff.gz""]"	GCA_046562895.1-GB_2025_09_06	Vertebrate Genome Laboratory	GFF3	1150310	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/046/562/895/GCA_046562895.1/GCA_046562895.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/046/562/895/GCA_046562895.1/GCA_046562895.1.fa.gz.fai	3	all 401 annotation sequence names and lengths match the target FAI
GCA_047301625.1	EXACT_DICTIONARY	4d5f9dcfdbc423647e984677cac78c9c0b7a1388a1dec54b5c09287fd1b8f6a4	/moosefs/erikg/vgp/freeze1/objects/GCA/047/301/625/GCA_047301625.1/genes/GCA_047301625.1_ASM4730162v1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	579367	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/047/301/625/GCA_047301625.1/GCA_047301625.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/047/301/625/GCA_047301625.1/GCA_047301625.1.fa.gz.fai	2	all 37 annotation sequence names and lengths match the target FAI
GCA_047511565.1	EXACT_DICTIONARY	c93941c99dfcb9c5220a95a080040d32892066e5e8fe7dfc44ddad5b6ee9b30a	/moosefs/erikg/vgp/objects/sha256/c9/39/c93941c99dfcb9c5220a95a080040d32892066e5e8fe7dfc44ddad5b6ee9b30a	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_047511565.1/GCA_047511565.1-GB_2025_09_23/GCA_047511565.1_fPolLow2.hap1_genomic.gff.gz""]"	GCA_047511565.1-GB_2025_09_23	Vertebrate Genome Laboratory	GFF3	812175	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/047/511/565/GCA_047511565.1/GCA_047511565.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/047/511/565/GCA_047511565.1/GCA_047511565.1.fa.gz.fai	3	all 327 annotation sequence names and lengths match the target FAI
GCA_047511655.1	EXACT_DICTIONARY	5c244eba3fb5f3cf5e9a378aca3dbd7bf5b05b95e9e8dcef20da5aee052914e3	/moosefs/erikg/vgp/freeze1/objects/GCA/047/511/655/GCA_047511655.1/genes/GCA_047511655.1_mCasCan1.hap1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	596447	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/047/511/655/GCA_047511655.1/GCA_047511655.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/047/511/655/GCA_047511655.1/GCA_047511655.1.fa.gz.fai	2	all 387 annotation sequence names and lengths match the target FAI
GCA_047715975.1	EXACT_DICTIONARY	6940ddf45e56d5519684ebf79eccd28a69dcef690a7176534e965fecac127780	/moosefs/erikg/vgp/freeze1/objects/GCA/047/715/975/GCA_047715975.1/genes/GCA_047715975.1_rBraPum1.hap1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	562639	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/047/715/975/GCA_047715975.1/GCA_047715975.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/047/715/975/GCA_047715975.1/GCA_047715975.1.fa.gz.fai	2	all 43 annotation sequence names and lengths match the target FAI
GCA_047830755.1	EXACT_DICTIONARY	1b393b9d00857b485276025515053b8b6fff3a9161665ee330e6b997f86f7ec3	/moosefs/erikg/vgp/freeze1/objects/GCA/047/830/755/GCA_047830755.1/genes/GCA_047830755.1_bZonAlb1.hap1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	383253	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/047/830/755/GCA_047830755.1/GCA_047830755.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/047/830/755/GCA_047830755.1/GCA_047830755.1.fa.gz.fai	2	all 129 annotation sequence names and lengths match the target FAI
GCA_047922985.1	EXACT_DICTIONARY	01dad7d6673fbeab043d1f6be83e7d51e12fa57503c42183718d97206b24d94c	/moosefs/erikg/vgp/objects/sha256/01/da/01dad7d6673fbeab043d1f6be83e7d51e12fa57503c42183718d97206b24d94c	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_047922985.1/GCA_047922985.1-GB_2025_12_03/GCA_047922985.1_bEudEle1_v1.hap1_genomic.gff.gz""]"	GCA_047922985.1-GB_2025_12_03	Vertebrate Genome Laboratory	GFF3	451320	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/047/922/985/GCA_047922985.1/GCA_047922985.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/047/922/985/GCA_047922985.1/GCA_047922985.1.fa.gz.fai	3	all 397 annotation sequence names and lengths match the target FAI
GCA_048126345.1	EXACT_DICTIONARY	0a5b67686c821f7a1fe840b62478459791c0e11c1ad4bc0fbe43df8ed2de2f19	/moosefs/erikg/vgp/freeze1/objects/GCA/048/126/345/GCA_048126345.1/genes/GCA_048126345.1_UniMelb_NotTyph_v1.0.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	480979	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/126/345/GCA_048126345.1/GCA_048126345.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/126/345/GCA_048126345.1/GCA_048126345.1.fa.gz.fai	2	all 136 annotation sequence names and lengths match the target FAI
GCA_048126635.1	EXACT_DICTIONARY	8f640543accd8081d1b7048eda32c9f1eef33b02f321b7b0f8adcf3b01dd6838	/moosefs/erikg/vgp/objects/sha256/8f/64/8f640543accd8081d1b7048eda32c9f1eef33b02f321b7b0f8adcf3b01dd6838	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_048126635.1/GCA_048126635.1-GB_2025_08_04/GCA_048126635.1_SpiSpi1_v1.hap1_genomic.gff.gz""]"	GCA_048126635.1-GB_2025_08_04	Vertebrate Genome Laboratory	GFF3	1578453	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/126/635/GCA_048126635.1/GCA_048126635.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/126/635/GCA_048126635.1/GCA_048126635.1.fa.gz.fai	3	all 38 annotation sequence names and lengths match the target FAI
GCA_048126745.1	EXACT_DICTIONARY	0f6162fb7668d0641ca9438ca281e156423d9c3385ff8b4d64d19508e1d21d29	/moosefs/erikg/vgp/objects/sha256/0f/61/0f6162fb7668d0641ca9438ca281e156423d9c3385ff8b4d64d19508e1d21d29	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_048126745.1/GCA_048126745.1-GB_2025_08_13/GCA_048126745.1_DamDam1_v1.mat_genomic.gff.gz""]"	GCA_048126745.1-GB_2025_08_13	Vertebrate Genome Laboratory	GFF3	1305774	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/126/745/GCA_048126745.1/GCA_048126745.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/126/745/GCA_048126745.1/GCA_048126745.1.fa.gz.fai	3	all 1304 annotation sequence names and lengths match the target FAI
GCA_048128725.1	EXACT_DICTIONARY	4fc9910e0e4445ba433179e7a75084bc2edd0ebeb1bc75c9300e554a5c07e677	/moosefs/erikg/vgp/objects/sha256/4f/c9/4fc9910e0e4445ba433179e7a75084bc2edd0ebeb1bc75c9300e554a5c07e677	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_048128725.1/GCA_048128725.1-GB_2025_10_01/GCA_048128725.1_fSymNem1.1_haplotype_1_genomic.gff.gz""]"	GCA_048128725.1-GB_2025_10_01	Vertebrate Genome Laboratory	GFF3	651894	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/128/725/GCA_048128725.1/GCA_048128725.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/128/725/GCA_048128725.1/GCA_048128725.1.fa.gz.fai	3	all 86 annotation sequence names and lengths match the target FAI
GCA_048128805.1	EXACT_DICTIONARY	da7812c07f9f10f7a040650ecb7876f479aa2b065493b4b6d82ae7d02796a2bb	/moosefs/erikg/vgp/freeze1/objects/GCA/048/128/805/GCA_048128805.1/genes/GCA_048128805.1_fCenGer3.hap1.cur.20231027.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	617855	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/128/805/GCA_048128805.1/GCA_048128805.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/128/805/GCA_048128805.1/GCA_048128805.1.fa.gz.fai	2	all 208 annotation sequence names and lengths match the target FAI
GCA_048129055.1	EXACT_DICTIONARY	01a4468139754069df9d99eac8f4ba78fee94996c7eae52acd0f1105d0f733db	/moosefs/erikg/vgp/objects/sha256/01/a4/01a4468139754069df9d99eac8f4ba78fee94996c7eae52acd0f1105d0f733db	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_048129055.1/GCA_048129055.1-GB_2025_09_29/GCA_048129055.1_fCaeTer1.1_haplotype_1_genomic.gff.gz""]"	GCA_048129055.1-GB_2025_09_29	Vertebrate Genome Laboratory	GFF3	648815	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/129/055/GCA_048129055.1/GCA_048129055.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/129/055/GCA_048129055.1/GCA_048129055.1.fa.gz.fai	3	all 323 annotation sequence names and lengths match the target FAI
GCA_048129235.1	EXACT_DICTIONARY	044a390901b3b1bb917d7609036bd44a28564bf37d3dff70f025bd3385a43385	/moosefs/erikg/vgp/objects/sha256/04/4a/044a390901b3b1bb917d7609036bd44a28564bf37d3dff70f025bd3385a43385	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_048129235.1/GCA_048129235.1-GB_2025_11_02/GCA_048129235.1_fEpiMut1.hap1.cur.20240206_genomic.gff.gz""]"	GCA_048129235.1-GB_2025_11_02	Vertebrate Genome Laboratory	GFF3	1793568	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/129/235/GCA_048129235.1/GCA_048129235.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/129/235/GCA_048129235.1/GCA_048129235.1.fa.gz.fai	3	all 386 annotation sequence names and lengths match the target FAI
GCA_048301445.1	EXACT_DICTIONARY	6699c58c8c8c6724e78e453c11fd25d57be5760049d70d9778ca59b8dd861460	/moosefs/erikg/vgp/objects/sha256/66/99/6699c58c8c8c6724e78e453c11fd25d57be5760049d70d9778ca59b8dd861460	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_048301445.1/GCA_048301445.1-GB_2025_08_16/GCA_048301445.1_SynTyp1_v1.hap1_genomic.gff.gz""]"	GCA_048301445.1-GB_2025_08_16	Vertebrate Genome Laboratory	GFF3	1386766	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/301/445/GCA_048301445.1/GCA_048301445.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/301/445/GCA_048301445.1/GCA_048301445.1.fa.gz.fai	3	all 152 annotation sequence names and lengths match the target FAI
GCA_048301465.1	EXACT_DICTIONARY	f0ed99ee0a4389f251d293d5e73a2521753df6b4d96c08372e3cc8b7347218d8	/moosefs/erikg/vgp/objects/sha256/f0/ed/f0ed99ee0a4389f251d293d5e73a2521753df6b4d96c08372e3cc8b7347218d8	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_048301465.1/GCA_048301465.1-GB_2025_09_23/GCA_048301465.1_ASM4830146v1_genomic.gff.gz""]"	GCA_048301465.1-GB_2025_09_23	Vertebrate Genome Laboratory	GFF3	645770	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/301/465/GCA_048301465.1/GCA_048301465.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/301/465/GCA_048301465.1/GCA_048301465.1.fa.gz.fai	3	all 160 annotation sequence names and lengths match the target FAI
GCA_048301585.1	EXACT_DICTIONARY	dcba27357d5f7cc51a395b1e0d726eca7f97639fa7bdc6889ded1091a8b6e6de	/moosefs/erikg/vgp/freeze1/objects/GCA/048/301/585/GCA_048301585.1/genes/GCA_048301585.1_ASM4830158v1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	538429	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/301/585/GCA_048301585.1/GCA_048301585.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/301/585/GCA_048301585.1/GCA_048301585.1.fa.gz.fai	2	all 41 annotation sequence names and lengths match the target FAI
GCA_048338725.1	EXACT_DICTIONARY	ebc013a29979aecdf6311a9b90ab1d558bf8384dbe0737f0a9a382ca6793f211	/moosefs/erikg/vgp/freeze1/objects/GCA/048/338/725/GCA_048338725.1/genes/GCA_048338725.1_T2T_pig1.0.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	586883	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/338/725/GCA_048338725.1/GCA_048338725.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/338/725/GCA_048338725.1/GCA_048338725.1.fa.gz.fai	2	all 20 annotation sequence names and lengths match the target FAI
GCA_048537225.1	EXACT_DICTIONARY	173b39138e672e5a04e3562aca76e4e202ebe05c241d5e1bd8e88f5b6773bc42	/moosefs/erikg/vgp/objects/sha256/17/3b/173b39138e672e5a04e3562aca76e4e202ebe05c241d5e1bd8e88f5b6773bc42	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_048537225.1/GCA_048537225.1-GB_2025_10_14/GCA_048537225.1_ASM4853722v1_genomic.gff.gz""]"	GCA_048537225.1-GB_2025_10_14	Vertebrate Genome Laboratory	GFF3	809498	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/537/225/GCA_048537225.1/GCA_048537225.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/537/225/GCA_048537225.1/GCA_048537225.1.fa.gz.fai	3	all 846 annotation sequence names and lengths match the target FAI
GCA_048544225.1	EXACT_DICTIONARY	5cf391b43f1599614b7bcf66ffa0fd03e9ed035eece30e75693e657cbfc416a0	/moosefs/erikg/vgp/objects/sha256/5c/f3/5cf391b43f1599614b7bcf66ffa0fd03e9ed035eece30e75693e657cbfc416a0	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_048544225.1/GCA_048544225.1-GB_2025_09_17/GCA_048544225.1_fCoiMys1.hap2_genomic.gff.gz""]"	GCA_048544225.1-GB_2025_09_17	Vertebrate Genome Laboratory	GFF3	1815832	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/544/225/GCA_048544225.1/GCA_048544225.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/544/225/GCA_048544225.1/GCA_048544225.1.fa.gz.fai	3	all 184 annotation sequence names and lengths match the target FAI
GCA_048565345.1	EXACT_DICTIONARY	3a2d1d773b0b6023a87961620f39a0ef764f4cbc85a8362f32b99631652d01bc	/moosefs/erikg/vgp/objects/sha256/3a/2d/3a2d1d773b0b6023a87961620f39a0ef764f4cbc85a8362f32b99631652d01bc	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_048565345.1/GCA_048565345.1-GB_2025_10_17/GCA_048565345.1_aManAur1.hap1_genomic.gff.gz""]"	GCA_048565345.1-GB_2025_10_17	Vertebrate Genome Laboratory	GFF3	661337	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/565/345/GCA_048565345.1/GCA_048565345.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/565/345/GCA_048565345.1/GCA_048565345.1.fa.gz.fai	3	all 3088 annotation sequence names and lengths match the target FAI
GCA_048565385.1	EXACT_DICTIONARY	2d52c825a043eb63e0bb20dbd70606a37305d74a874c97bac57421f7a74398a3	/moosefs/erikg/vgp/freeze1/objects/GCA/048/565/385/GCA_048565385.1/genes/GCA_048565385.1_mSaiBol1.pri.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	589469	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/565/385/GCA_048565385.1/GCA_048565385.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/565/385/GCA_048565385.1/GCA_048565385.1.fa.gz.fai	2	all 47 annotation sequence names and lengths match the target FAI
GCA_048569125.1	EXACT_DICTIONARY	6254d66cc4ff7c26990743d1e696d2575779b09995e8bb3f20f1b1123028a9c8	/moosefs/erikg/vgp/objects/sha256/62/54/6254d66cc4ff7c26990743d1e696d2575779b09995e8bb3f20f1b1123028a9c8	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_048569125.1/GCA_048569125.1-GB_2025_08_18/GCA_048569125.1_fDirArg3.hap1_genomic.gff.gz""]"	GCA_048569125.1-GB_2025_08_18	GenBank submitter	GFF3	604148	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/569/125/GCA_048569125.1/GCA_048569125.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/569/125/GCA_048569125.1/GCA_048569125.1.fa.gz.fai	3	all 5504 annotation sequence names and lengths match the target FAI
GCA_048569485.1	EXACT_DICTIONARY	e69eeabe8c87ade8058bf9fd554e2e8004c20188cdf80a2c87c88b4419f36345	/moosefs/erikg/vgp/objects/sha256/e6/9e/e69eeabe8c87ade8058bf9fd554e2e8004c20188cdf80a2c87c88b4419f36345	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_048569485.1/GCA_048569485.1-GB_2025_08_27/GCA_048569485.1_aAnoBae1.hap1_genomic.gff.gz""]"	GCA_048569485.1-GB_2025_08_27	GenBank submitter	GFF3	1135233	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/569/485/GCA_048569485.1/GCA_048569485.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/569/485/GCA_048569485.1/GCA_048569485.1.fa.gz.fai	3	all 3642 annotation sequence names and lengths match the target FAI
GCA_048593225.1	EXACT_DICTIONARY	8092fa16f81fc1d4e19c6dcae03febdb3a32152cf8e57e5cb2992876029c8a86	/moosefs/erikg/vgp/objects/sha256/80/92/8092fa16f81fc1d4e19c6dcae03febdb3a32152cf8e57e5cb2992876029c8a86	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_048593225.1/GCA_048593225.1-GB_2025_09_01/GCA_048593225.1_ASM4859322v1_genomic.gff.gz""]"	GCA_048593225.1-GB_2025_09_01	GenBank submitter	GFF3	1277202	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/593/225/GCA_048593225.1/GCA_048593225.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/593/225/GCA_048593225.1/GCA_048593225.1.fa.gz.fai	3	all 7 annotation sequence names and lengths match the target FAI
GCA_048593235.1	EXACT_DICTIONARY	87a5c2930ac1e1f3cbfe06354640a169e185c4f34472366a4e0c472dc8adf0cd	/moosefs/erikg/vgp/freeze1/objects/GCA/048/593/235/GCA_048593235.1/genes/GCA_048593235.1_ASM4859323v1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	474934	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/593/235/GCA_048593235.1/GCA_048593235.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/593/235/GCA_048593235.1/GCA_048593235.1.fa.gz.fai	2	all 7 annotation sequence names and lengths match the target FAI
GCA_048593285.1	EXACT_DICTIONARY	5f0393509ec569a890c0eb013355088bb1de0b5dff9341e1f32a5fb6430e5fee	/moosefs/erikg/vgp/objects/sha256/5f/03/5f0393509ec569a890c0eb013355088bb1de0b5dff9341e1f32a5fb6430e5fee	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_048593285.1/GCA_048593285.1-GB_2025_09_17/GCA_048593285.1_ASM4859328v1_genomic.gff.gz""]"	GCA_048593285.1-GB_2025_09_17	Vertebrate Genome Laboratory	GFF3	962525	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/593/285/GCA_048593285.1/GCA_048593285.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/593/285/GCA_048593285.1/GCA_048593285.1.fa.gz.fai	3	all 6 annotation sequence names and lengths match the target FAI
GCA_048628825.1	EXACT_DICTIONARY	d9a55180865c1a04aba7fde3a2e9008d63b607731b1dcac43bee1d2750f03b7e	/moosefs/erikg/vgp/objects/sha256/d9/a5/d9a55180865c1a04aba7fde3a2e9008d63b607731b1dcac43bee1d2750f03b7e	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_048628825.1/GCA_048628825.1-GB_2025_08_13/GCA_048628825.1_ASM4862882v1_genomic.gff.gz"",""/moosefs/erikg/vgp/views/accession/P08/GCA_048628825.1/annotation.genomic.gff.gz""]"	GCA_048628825.1-GB_2025_08_13	Vertebrate Genome Laboratory	GFF3	1255973	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/628/825/GCA_048628825.1/GCA_048628825.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/048/628/825/GCA_048628825.1/GCA_048628825.1.fa.gz.fai	3	all 457 annotation sequence names and lengths match the target FAI
